,id,desc,term,source,url
16,tgm004561,"W.F. Quinby [possibly W.P. Quimby] - flying machine Patented Oct. 5, 1869.",Glass negatives,https://www.loc.gov/pictures/item/2001699882/,https://tile.loc.gov/storage-services/service/pnp/cph/3c20000/3c28000/3c28800/3c28811_150px.jpg
17,tgm004561,"A.F. Bergqvist - aerial vessel Patented Oct. 17, 1893.",Glass negatives,https://www.loc.gov/pictures/item/2001699883/,https://tile.loc.gov/storage-services/service/pnp/cph/3c20000/3c28000/3c28800/3c28812r.jpg
18,tgm004561,"[Samuel F.B. Morse, three-quarter-length portrait, seated, facing front, posed with a camera and glass plate negatives]",Glass negatives,https://www.loc.gov/pictures/item/2001700119/,https://tile.loc.gov/storage-services/service/pnp/cph/3a10000/3a15000/3a15200/3a15240r.jpg
19,tgm004561,In the workroom,Glass negatives,https://www.loc.gov/pictures/item/2002710513/,https://tile.loc.gov/storage-services/service/pnp/cph/3g00000/3g09000/3g09700/3g09795_150px.jpg
20,tgm007721,[Camp Zachary Taylor. (Spelled) by placing soldiers in shape of letters],Photographs,https://www.loc.gov/pictures/item/2007664489/,https://tile.loc.gov/storage-services/service/pnp/pan/6a32000/6a32700/6a32738r.jpg
21,tgm007721,"North Carolina, Tennessee and Florida views",Photographs,https://www.loc.gov/pictures/item/87710196/,https://tile.loc.gov/storage-services/service/pnp/det/4a30000/4a32000/4a32300/4a32310_150px.jpg
22,tgm008237,Artistic photographs collected by Frances Benjamin Johnston,Prints,https://www.loc.gov/pictures/item/87709573/,https://tile.loc.gov/storage-services/service/pnp/cph/3f00000/3f05000/3f05900/3f05915_150px.jpg
23,tgm008237,NAACP promotional and publication materials,Prints,https://www.loc.gov/pictures/item/95514684/,https://tile.loc.gov/storage-services/service/pnp/cph/3c30000/3c34000/3c34500/3c34500_150px.jpg
24,tgm008237,Views of Ireland,Prints,https://www.loc.gov/pictures/item/2001700656/,https://tile.loc.gov/storage-services/service/pnp/ppmsc/09900/09929_150px.jpg
25,tgm008237,Portraits of individuals and groups of Native Americans,Prints,https://www.loc.gov/pictures/item/92500832/,https://tile.loc.gov/storage-services/service/pnp/cph/3c10000/3c18000/3c18300/3c18300_150px.jpg
26,tgm008237,"Washington, D.C., views, structures, and events",Prints,https://www.loc.gov/pictures/item/2004669028/,https://tile.loc.gov/storage-services/service/pnp/cph/3a30000/3a31000/3a31000/3a31086_150px.jpg
27,tgm008237,United States Capitol and related Capitol Hill sites,Prints,https://www.loc.gov/pictures/item/2004669039/,https://tile.loc.gov/storage-services/service/pnp/cph/3b30000/3b39000/3b39200/3b39203_150px.jpg
28,tgm008237,[Photographs of the McAllister family from the Marian S. Carson collection],Prints,https://www.loc.gov/pictures/item/2016645626/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/40000/40014_150px.jpg
29,tgm008237,"Kennedy for President, leadership for the 60's",Prints,https://www.loc.gov/pictures/item/2012646843/,https://tile.loc.gov/storage-services/service/pnp/ppss/00400/00469_150px.jpg
30,tgm008237,Lafayette,Prints,https://www.loc.gov/pictures/item/2013646734/,https://tile.loc.gov/storage-services/service/pnp/pga/05300/05354r.jpg
31,tgm008237,Abigail Smith Adams wife of John Adams,Prints,https://www.loc.gov/pictures/item/2014648296/,https://tile.loc.gov/storage-services/service/pnp/cph/3a50000/3a53000/3a53300/3a53320r.jpg
32,tgm008237,Elizabeth Kortright Monroe,Prints,https://www.loc.gov/pictures/item/2014648299/,https://tile.loc.gov/storage-services/service/pnp/cph/3a50000/3a53000/3a53300/3a53323r.jpg
33,tgm008237,"Louisa Catherine Johnson Adams, wife of President John Q. Adams",Prints,https://www.loc.gov/pictures/item/2014648326/,https://tile.loc.gov/storage-services/service/pnp/cph/3a50000/3a53000/3a53300/3a53324r.jpg
34,tgm008237,"Emily Tennessee Donalson, niece of President Jackson and White House hostess",Prints,https://www.loc.gov/pictures/item/2014648327/,https://tile.loc.gov/storage-services/service/pnp/cph/3a50000/3a53000/3a53300/3a53326r.jpg
35,tgm003973,Burk Uzzle photojournalism collection (Library of Congress),Film negatives,https://www.loc.gov/pictures/item/2012645750/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/38400/38457_150px.jpg
36,tgm003973,"[Crow Indian, kneeling, wearing prayer shawl and holding a feather fan and staff, sings as he shakes a traditional peyote rattle during ceremony; two other young men sit or kneel on either side of him, Crow Indian Reservation, Montana]",Film negatives,https://www.loc.gov/pictures/item/00649770/,https://tile.loc.gov/storage-services/service/pnp/ppmsc/02700/02778_150px.jpg
37,tgm003973,Advisory committee hearing industry representatives proposals for new plants on reservation,Film negatives,https://www.loc.gov/pictures/item/2001696135/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/04700/04781r.jpg
38,tgm003973,"Harry [i.e., Henry] Hanawa, mechanic, Manzanar Relocation Center, California",Film negatives,https://www.loc.gov/pictures/item/2001704600/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00200/00256r.jpg
39,tgm003973,"Corporal Jimmie Shohara, Manzanar Relocation Center, Calif.",Film negatives,https://www.loc.gov/pictures/item/2001704602/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00200/00263r.jpg
40,tgm003973,"Harry Sumida, in hospital, Manzanar Relocation Center",Film negatives,https://www.loc.gov/pictures/item/2001704603/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00200/00269r.jpg
41,tgm003973,"Michael Yonemetsu, [i.e., Yonemitsu] x-ray specialist, Manzanar Relocation Center, California",Film negatives,https://www.loc.gov/pictures/item/2001704605/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00200/00254r.jpg
42,tgm003973,"Benji Iguchi, tractor driver (portrait) Manzanar Relocation Center, California",Film negatives,https://www.loc.gov/pictures/item/2001704606/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00000/00035r.jpg
43,tgm003973,"Corporal Jimmie Shohara has two ribbons: Good Behavior pre-Pearl Harbor, Rifle and Pistol Citations, 2 of 2, Manzanar Relocation Center, California",Film negatives,https://www.loc.gov/pictures/item/2001704607/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00000/00074r.jpg
44,tgm003973,"Baton practice, Florence Kuwata, Manzanar Relocation Center",Film negatives,https://www.loc.gov/pictures/item/2001704608/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00200/00270r.jpg
45,tgm003973,"Benji Iguchi, tractor driver (portrait) Manzanar Relocation Center, California",Film negatives,https://www.loc.gov/pictures/item/2001704611/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00000/00036r.jpg
46,tgm003973,"Katsumi Yoshimura, 2 of 3, Manzanar Relocation Center, California",Film negatives,https://www.loc.gov/pictures/item/2001704617/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00000/00070r.jpg
47,tgm003973,"Catherine Natsuko Yamaguchi, nurse, Manzanar, 2 of 4, Manzanar Relocation Center, California",Film negatives,https://www.loc.gov/pictures/item/2001704621/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00000/00045r.jpg
48,tgm007089,"[Side view of flight 41, showing the machine traveling to the right, with double horizontal rudder in front and double vertical rudder behind, as Orville flew 12 miles at Huffman Prairie, Dayton, Ohio]",Nitrate negatives,https://www.loc.gov/pictures/item/2001696625/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00600/00695r.jpg
49,tgm007089,"[Rear view of flight 46, Orville shown flying at a high altitude over Huffman Prairie, Dayton, Ohio.]",Nitrate negatives,https://www.loc.gov/pictures/item/2001696626/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00600/00696r.jpg
50,tgm007089,"Japanese-American U.S. Naval cadet nurse, Kay Fukuda, Manzanar Series",Nitrate negatives,https://www.loc.gov/pictures/item/2001704613/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00200/00267r.jpg
51,tgm007089,"Girl and volley ball, Manzanar Relocation Center, California",Nitrate negatives,https://www.loc.gov/pictures/item/2001704618/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00200/00272r.jpg
52,tgm007089,"Relocation good-byes, Manzanar Relocation Center",Nitrate negatives,https://www.loc.gov/pictures/item/2001704628/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00200/00274r.jpg
53,tgm007089,"Richard Kobayashi, farmer with cabbages, Manzanar Relocation Center, California",Nitrate negatives,https://www.loc.gov/pictures/item/2001704633/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00200/00260r.jpg
54,tgm007089,"Yonehisa Yamagami, electrician, Manzanar Relocation Center, California",Nitrate negatives,https://www.loc.gov/pictures/item/2001704643/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00200/00266r.jpg
55,tgm007089,"Private Kato, Manzanar Relocation Center, California",Nitrate negatives,https://www.loc.gov/pictures/item/2001704646/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00200/00261r.jpg
56,tgm007089,"Butcher shop, Manzanar Relocation Center",Nitrate negatives,https://www.loc.gov/pictures/item/2002695118/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00300/00309r.jpg
57,tgm007089,"Butcher shop, (J.S. Yonai), Manzanar Relocation Center",Nitrate negatives,https://www.loc.gov/pictures/item/2002695119/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00300/00310r.jpg
58,tgm007089,"Co-op store (Segregees), Manzanar Relocation Center",Nitrate negatives,https://www.loc.gov/pictures/item/2002695124/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00300/00312r.jpg
59,tgm007089,"Mitsuo Matsuro, fireman",Nitrate negatives,https://www.loc.gov/pictures/item/2002695313/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00400/00403r.jpg
60,tgm007089,"Yoshio Muramoto, electrician",Nitrate negatives,https://www.loc.gov/pictures/item/2002695321/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00400/00440r.jpg
61,tgm007089,"Private Margaret Fukuoka, W.A.C.",Nitrate negatives,https://www.loc.gov/pictures/item/2002695325/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00400/00441r.jpg
62,tgm007089,Girl smiling (Occidental type),Nitrate negatives,https://www.loc.gov/pictures/item/2002695328/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00400/00406r.jpg
63,tgm007089,Miss Michiko Sugawara (stenographer),Nitrate negatives,https://www.loc.gov/pictures/item/2002695330/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00400/00445r.jpg
64,tgm007089,"Miss Kay Fukuda, U.S.C.N.",Nitrate negatives,https://www.loc.gov/pictures/item/2002695331/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00400/00442r.jpg
65,tgm007089,"Richard Kobayashi, farmer",Nitrate negatives,https://www.loc.gov/pictures/item/2002695333/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00400/00429r.jpg
66,tgm007089,Miss Yemiko Sedohara,Nitrate negatives,https://www.loc.gov/pictures/item/2002695336/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00400/00447r.jpg
67,tgm007089,Corporal Jimmy Shohara,Nitrate negatives,https://www.loc.gov/pictures/item/2002695344/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00400/00431r.jpg
68,tgm009102,Burk Uzzle photojournalism collection (Library of Congress),Safety film negatives,https://www.loc.gov/pictures/item/2012645750/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/38400/38457_150px.jpg
69,tgm009102,"Harry [i.e., Henry] Hanawa, mechanic, Manzanar Relocation Center, California",Safety film negatives,https://www.loc.gov/pictures/item/2001704600/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00200/00256r.jpg
70,tgm009102,"Corporal Jimmie Shohara, Manzanar Relocation Center, Calif.",Safety film negatives,https://www.loc.gov/pictures/item/2001704602/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00200/00263r.jpg
71,tgm009102,"Harry Sumida, in hospital, Manzanar Relocation Center",Safety film negatives,https://www.loc.gov/pictures/item/2001704603/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00200/00269r.jpg
72,tgm009102,"Michael Yonemetsu, [i.e., Yonemitsu] x-ray specialist, Manzanar Relocation Center, California",Safety film negatives,https://www.loc.gov/pictures/item/2001704605/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00200/00254r.jpg
73,tgm009102,"Benji Iguchi, tractor driver (portrait) Manzanar Relocation Center, California",Safety film negatives,https://www.loc.gov/pictures/item/2001704606/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00000/00035r.jpg
74,tgm009102,"Corporal Jimmie Shohara has two ribbons: Good Behavior pre-Pearl Harbor, Rifle and Pistol Citations, 2 of 2, Manzanar Relocation Center, California",Safety film negatives,https://www.loc.gov/pictures/item/2001704607/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00000/00074r.jpg
75,tgm009102,"Baton practice, Florence Kuwata, Manzanar Relocation Center",Safety film negatives,https://www.loc.gov/pictures/item/2001704608/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00200/00270r.jpg
76,tgm009102,"Benji Iguchi, tractor driver (portrait) Manzanar Relocation Center, California",Safety film negatives,https://www.loc.gov/pictures/item/2001704611/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00000/00036r.jpg
77,tgm009102,"Katsumi Yoshimura, 2 of 3, Manzanar Relocation Center, California",Safety film negatives,https://www.loc.gov/pictures/item/2001704617/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00000/00070r.jpg
78,tgm009102,"Catherine Natsuko Yamaguchi, nurse, Manzanar, 2 of 4, Manzanar Relocation Center, California",Safety film negatives,https://www.loc.gov/pictures/item/2001704621/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00000/00045r.jpg
79,tgm009102,"Katsumi Yoshimura, 3 of 3, Manzanar Relocation Center, California",Safety film negatives,https://www.loc.gov/pictures/item/2001704622/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00000/00071r.jpg
80,tgm009102,"Henry Hanawa, mechanic, Manzanar Relocation Center, California",Safety film negatives,https://www.loc.gov/pictures/item/2001704630/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00000/00030r.jpg
81,tgm009102,"Catherine Natsuko Yamaguchi, nurse, 4 of 4, Manzanar Relocation Center, California",Safety film negatives,https://www.loc.gov/pictures/item/2001704631/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00000/00047r.jpg
82,tgm009102,"Henry Hanawa, mechanic, Manzanar Relocation Center, California",Safety film negatives,https://www.loc.gov/pictures/item/2001704635/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00000/00031r.jpg
83,tgm009102,"Hidimi Tayenaka (woodworker), Manzanar Relocation Center, California",Safety film negatives,https://www.loc.gov/pictures/item/2001704642/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00100/00142r.jpg
84,tgm009102,"Benji Iguchi, tractor driver (portrait) Manzanar Relocation Center, California",Safety film negatives,https://www.loc.gov/pictures/item/2001704645/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00000/00032r.jpg
85,tgm003079,Resurrection within,Digital photographs,https://www.loc.gov/pictures/item/2002708973/,https://tile.loc.gov/storage-services/service/pnp/ppbd/00000/00070_150px.jpg
86,tgm003079,"[Sculpture of a seated man after it was damaged during the September 11th terrorist attack on the World Trade Center, New York City, and set on a curb where it became a memorial for rescue workers killed in the line of duty]",Digital photographs,https://www.loc.gov/pictures/item/2002716837/,https://tile.loc.gov/storage-services/service/pnp/ppbd/00000/00015_150px.jpg
87,tgm003079,"[Fire truck and people at crash site of United Airlines Flight 93, Shanksville, Pa., after its hijacking in the September 11th terrorist attacks]",Digital photographs,https://www.loc.gov/pictures/item/2002716985/,https://tile.loc.gov/storage-services/service/pnp/ppbd/00000/00038_150px.jpg
88,tgm003079,Ground Zero,Digital photographs,https://www.loc.gov/pictures/item/2002718205/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/02000/02096_150px.jpg
89,tgm003079,"Emergency vehicles and helicopters line the Pentagon after an airplane crashed into the building following similar attacks on the World Trade Center towers on Tuesday, September 11, 2001",Digital photographs,https://www.loc.gov/pictures/item/2002719384/,https://tile.loc.gov/storage-services/service/pnp/ppbd/00000/00078_150px.jpg
90,tgm003079,"[Sudanese refugee women and children at Camp Tine, Chad]",Digital photographs,https://www.loc.gov/pictures/item/2006685103/,https://tile.loc.gov/storage-services/service/pnp/ppbd/00300/00344_150px.jpg
91,tgm003079,"[Elderly Sudanese refugee man at Camp Tine, Chad]",Digital photographs,https://www.loc.gov/pictures/item/2006685104/,https://tile.loc.gov/storage-services/service/pnp/ppbd/00300/00345_150px.jpg
92,tgm003079,"[Sudanese refugee children at Camp Tine, Chad]",Digital photographs,https://www.loc.gov/pictures/item/2006685105/,https://tile.loc.gov/storage-services/service/pnp/ppbd/00300/00346_150px.jpg
93,tgm003079,"[Second Floor, East Corridor. Mural depicting Comedy in the Literature series by George R. Barse, Jr. Library of Congress Thomas Jefferson Building, Washington, D.C.]",Digital photographs,https://www.loc.gov/pictures/item/2007675771/,https://tile.loc.gov/storage-services/service/pnp/highsm/01700/01753r.jpg
94,tgm003079,"[Second Floor Corridor. Printers' marks+Columns. Printers' markes of Valentin Fernandez and Christopher Plantin in East Corridor. Library of Congress Thomas Jefferson Building, Washington, D.C.]",Digital photographs,https://www.loc.gov/pictures/item/2007675774/,https://tile.loc.gov/storage-services/service/pnp/highsm/01700/01751r.jpg
95,tgm003079,"[Second Floor Corridor. Printers' marks+Columns. Detail of column capital showing Aries. Library of Congress Thomas Jefferson Building, Washington, D.C.]",Digital photographs,https://www.loc.gov/pictures/item/2007675776/,https://tile.loc.gov/storage-services/service/pnp/highsm/01700/01770r.jpg
96,tgm003079,"[Floor detail. Library of Congress John Adams Building, Washington, D.C.]",Digital photographs,https://www.loc.gov/pictures/item/2007675786/,https://tile.loc.gov/storage-services/service/pnp/highsm/02700/02736r.jpg
97,tgm008083,"'Little Nemo,' drawn by Winsor McCay's son, will reappear ; Chesler Publications, new syndicate, will handle it and other features - classified cartoons offered - birth control series.",Portrait photographs,https://www.loc.gov/pictures/item/2012646095/,https://tile.loc.gov/storage-services/service/pnp/ds/01300/01325_150px.jpg
98,tgm008083,[Unidentified soldier in Confederate officer's uniform with sword and framed photograph],Portrait photographs,https://www.loc.gov/pictures/item/2012650003/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/34300/34362r.jpg
99,tgm008083,"[Captain Augustus C. Thompson of Co. G, 16th Georgia Infantry Regiment with sword]",Portrait photographs,https://www.loc.gov/pictures/item/2012650008/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/34300/34367r.jpg
100,tgm008083,"[Unidentified soldier in Confederate cavalry uniform with D-guard Bowie knife, revolver, canteen, and sign reading Jeff Davis and the South!]",Portrait photographs,https://www.loc.gov/pictures/item/2012650009/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/34300/34368r.jpg
101,tgm008083,[Soldier named E.F. Powell in Confederate uniform with Bowie knife and revolver],Portrait photographs,https://www.loc.gov/pictures/item/2012650011/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/34300/34370r.jpg
102,tgm008083,[Unidentified soldier in Confederate artillery uniform and kepi],Portrait photographs,https://www.loc.gov/pictures/item/2012650014/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/34300/34374r.jpg
103,tgm008083,"[Drummer Philo H. Ravlin of Co. I, 47th Illinois Infantry Regiment in uniform with drum]",Portrait photographs,https://www.loc.gov/pictures/item/2017648721/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/52000/52009r.jpg
104,tgm008083,[Unidentified soldier and veteran of 123rd New York Infantry Regiment in uniform],Portrait photographs,https://www.loc.gov/pictures/item/2019630745/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/58200/58238r.jpg
105,tgm008083,U.S.C.P. policeman,Portrait photographs,https://www.loc.gov/pictures/item/2016713021/,https://tile.loc.gov/storage-services/service/pnp/bellcm/25500/25583r.jpg
106,tgm008083,"[Civil War veterans and their families at a reunion at Devil's Den, Gettysburg]",Portrait photographs,https://www.loc.gov/pictures/item/2018652620/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/56800/56887r.jpg
107,tgm008083,"[Civil War veteran Adrian Fay of 105th New York Infantry Regiment and Co. I, 94th New York Infantry Regiment and Union Veteran Legion encampment no. 7]",Portrait photographs,https://www.loc.gov/pictures/item/2019630449/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/57800/57836r.jpg
108,tgm008083,"[Civil War veteran Samuel W. Dodge of Co. C, 96th Illinois Infantry Regiment and Signal Corps with his wife, Margaret Smith Dodge]",Portrait photographs,https://www.loc.gov/pictures/item/2019645916/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/67700/67744r.jpg
109,tgm008083,"[Portrait of Bearded Man, China]",Portrait photographs,https://www.loc.gov/pictures/item/2020714442/,https://tile.loc.gov/storage-services/service/pnp/ppem/00600/00607r.jpg
110,tgm008083,"[Portrait of Bearded Man, China]",Portrait photographs,https://www.loc.gov/pictures/item/2020714443/,https://tile.loc.gov/storage-services/service/pnp/ppem/00600/00608r.jpg
111,tgm008083,"[Portrait of Bearded Man, China]",Portrait photographs,https://www.loc.gov/pictures/item/2020714444/,https://tile.loc.gov/storage-services/service/pnp/ppem/00600/00609r.jpg
112,tgm008083,"[Portrait of Bearded Man, China]",Portrait photographs,https://www.loc.gov/pictures/item/2020714445/,https://tile.loc.gov/storage-services/service/pnp/ppem/00600/00610r.jpg
113,tgm008083,"[Portrait of Bearded Man, China. Wearing cap]",Portrait photographs,https://www.loc.gov/pictures/item/2020714446/,https://tile.loc.gov/storage-services/service/pnp/ppem/00600/00611r.jpg
114,tgm008083,"[Portrait of Man, China]",Portrait photographs,https://www.loc.gov/pictures/item/2020714447/,https://tile.loc.gov/storage-services/service/pnp/ppem/00600/00612r.jpg
115,tgm008083,White House photographers,Portrait photographs,https://www.loc.gov/pictures/item/2004668677/,https://tile.loc.gov/storage-services/service/pnp/cph/3c30000/3c31000/3c31900/3c31921_150px.jpg
116,tgm008083,Ernst Röhm,Portrait photographs,https://www.loc.gov/pictures/item/2005690876/,https://tile.loc.gov/storage-services/service/pnp/cph/3a40000/3a40000/3a40200/3a40207_150px.jpg
117,tgm007718,"[Interior of L.C. Handy Studio, 494 Maryland Ave., SW, Washington, D.C., with Handy's daughters, Mrs. Mary Evans and Mrs. Alice Cox, and Mr. Edgar Cox (left to right) looking at prints dating back to Mathew Brady piled on table]",Photographic prints,https://www.loc.gov/pictures/item/2003656555/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/03400/03437r.jpg
118,tgm007718,"[Interior of L.C. Handy Studio, 494 Maryland Ave., SW,Washington, D.C.,with prints dating back to Mathew Brady displayed on bookcases and tables]",Photographic prints,https://www.loc.gov/pictures/item/2003656559/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/03400/03441r.jpg
119,tgm007718,Remains of President Garfield lying in state in the rotunda of the U.S. Capitol,Photographic prints,https://www.loc.gov/pictures/item/92504574/,https://tile.loc.gov/storage-services/service/pnp/cph/3g00000/3g01000/3g01800/3g01816r.jpg
120,tgm007718,"[Drummer Philo H. Ravlin of Co. I, 47th Illinois Infantry Regiment in uniform with drum]",Photographic prints,https://www.loc.gov/pictures/item/2017648721/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/52000/52009r.jpg
121,tgm007718,Officers and men of the Central Powers,Photographic prints,https://www.loc.gov/pictures/item/2005684592/,https://tile.loc.gov/storage-services/service/pnp/cph/3a40000/3a49000/3a49200/3a49222_150px.jpg
122,tgm007718,"Military events and award ceremonies attended by Carl Spaatz, mainly in the Far East",Photographic prints,https://www.loc.gov/pictures/item/2005684722/,https://tile.loc.gov/storage-services/service/pnp/ds/10800/10872_150px.jpg
123,tgm007718,Civil War photographs from various sources,Photographic prints,https://www.loc.gov/pictures/item/2009630952/,https://tile.loc.gov/storage-services/service/pnp/ds/05700/05730_150px.jpg
124,tgm007718,The Japanese army,Photographic prints,https://www.loc.gov/pictures/item/2005688022/,https://tile.loc.gov/storage-services/service/pnp/cph/3a50000/3a53000/3a53000/3a53031_150px.jpg
125,tgm007718,Grosse deutsche Kunstausstellung 1938,Photographic prints,https://www.loc.gov/pictures/item/2005682137/,https://tile.loc.gov/storage-services/service/pnp/cph/3b00000/3b07000/3b07700/3b07757_150px.jpg
126,tgm007718,Operation Crossroads,Photographic prints,https://www.loc.gov/pictures/item/2005682503/,https://tile.loc.gov/storage-services/service/pnp/cph/3b10000/3b11000/3b11300/3b11388_150px.jpg
